2017-08-07 14:15:18.0546|INFO|LogMsg|≤‚ ‘grid
2017-08-07 14:15:42.7416|INFO|LogMsg|≤‚ ‘grid
2017-08-07 14:15:45.2006|INFO|LogMsg|≤‚ ‘grid
2017-08-07 14:43:26.9039|INFO|LogMsg|≤‚ ‘grid
2017-08-07 14:43:43.6369|INFO|LogMsg|≤‚ ‘grid
2017-08-07 14:43:53.0779|INFO|LogMsg|≤‚ ‘grid
2017-08-07 14:43:55.2149|INFO|LogMsg|≤‚ ‘grid
2017-08-07 14:43:58.9649|INFO|LogMsg|≤‚ ‘grid
2017-08-07 14:44:04.3059|INFO|LogMsg|≤‚ ‘grid
2017-08-07 14:44:18.5579|INFO|LogMsg|≤‚ ‘grid
2017-08-07 14:44:27.2169|INFO|LogMsg|≤‚ ‘grid
2017-08-07 14:44:45.1719|INFO|LogMsg|≤‚ ‘grid
2017-08-07 14:45:42.8769|INFO|LogMsg|≤‚ ‘grid
2017-08-07 14:46:21.4169|INFO|LogMsg|≤‚ ‘grid
2017-08-07 14:46:34.6489|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:09:56.2279|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:10:18.5889|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:11:10.7319|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:12:18.5669|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:12:50.5469|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:13:14.5629|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:13:48.3099|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:13:54.7559|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:15:14.9439|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:19:04.4509|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:19:31.1249|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:21:19.7599|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:21:23.9289|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:26:37.3359|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:28:00.2929|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:29:24.2709|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:30:01.6219|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:44:58.5589|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:46:50.7419|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:47:25.4859|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:48:42.9969|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:56:11.0619|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:56:27.2819|INFO|LogMsg|≤‚ ‘grid
2017-08-07 15:58:27.8909|INFO|LogMsg|≤‚ ‘grid
2017-08-07 16:00:46.3639|INFO|LogMsg|≤‚ ‘grid
2017-08-07 16:01:09.9259|INFO|LogMsg|≤‚ ‘grid
2017-08-07 16:28:59.3249|INFO|LogMsg|≤‚ ‘grid
2017-08-07 16:29:19.7469|INFO|LogMsg|≤‚ ‘grid
2017-08-07 16:29:46.8619|INFO|LogMsg|≤‚ ‘grid
2017-08-07 16:33:23.4109|INFO|LogMsg|≤‚ ‘grid
2017-08-07 16:48:46.4609|INFO|LogMsg|≤‚ ‘grid
2017-08-07 16:48:49.2459|INFO|LogMsg|≤‚ ‘grid
2017-08-07 16:49:30.7299|INFO|LogMsg|≤‚ ‘grid
2017-08-07 16:49:47.2039|INFO|LogMsg|≤‚ ‘grid
2017-08-07 16:51:19.5579|INFO|LogMsg|≤‚ ‘grid
2017-08-07 16:54:02.2999|INFO|LogMsg|≤‚ ‘grid
2017-08-07 16:54:04.3849|INFO|LogMsg|≤‚ ‘grid
2017-08-07 16:59:29.3629|INFO|LogMsg|≤‚ ‘grid
2017-08-07 17:05:52.9679|INFO|LogMsg|≤‚ ‘grid
2017-08-07 17:07:50.7659|INFO|LogMsg|≤‚ ‘grid
2017-08-07 17:08:08.5779|INFO|LogMsg|≤‚ ‘grid
2017-08-07 17:08:09.0599|INFO|LogMsg|≤‚ ‘grid
2017-08-07 17:15:12.2999|INFO|LogMsg|≤‚ ‘grid
2017-08-07 17:15:13.5279|INFO|LogMsg|≤‚ ‘grid
2017-08-07 17:26:38.8549|INFO|LogMsg|≤‚ ‘grid
2017-08-07 17:38:31.0029|INFO|LogMsg|≤‚ ‘grid
2017-08-07 17:39:15.4229|INFO|LogMsg|≤‚ ‘grid
2017-08-07 17:39:47.5589|INFO|LogMsg|≤‚ ‘grid
2017-08-07 17:40:48.7869|INFO|LogMsg|≤‚ ‘grid
2017-08-07 17:41:08.3119|INFO|LogMsg|≤‚ ‘grid
2017-08-07 17:45:37.1361|INFO|LogMsg|≤‚ ‘grid
2017-08-07 17:45:38.1489|INFO|LogMsg|≤‚ ‘grid
2017-08-07 17:45:54.9555|INFO|LogMsg|≤‚ ‘grid
